AddressLine1,AddressLine2,Reseller City,ResellerID,ResellerSort,AccountNumber,Reseller Name,State or Province,Reseller Country,CountrySort,Reseller Contact,Reseller Address,Post Code,Reseller Email
258 King Street East,,Toronto,29892,241,AW00029892,Non-Slip Pedal Company,Ontario,Canada,392,Sandra Kitt,"258 King Street East, Toronto, Ontario, M4B 1V7, Canada",M4B 1V7,
9693 Louis H Lafontaine,,Ville De'anjou,29895,84,AW00029895,General Supplies,Quebec,Canada,392,Lori Kane,"9693 Louis H Lafontaine, Ville De'anjou, Quebec, J1G 2R3, Canada",J1G 2R3,
2900 - 25055 Dunning Street,,Vancouver,29900,602,AW00029900,Road Way Sales and Rental,British Columbia,Canada,392,Victor Kelley,"2900 - 25055 Dunning Street, Vancouver, British Columbia, V7L 4J4, Canada",V7L 4J4,
"6400, 888 - 3rd Avenue",,Calgary,29905,593,AW00029905,Acceptable Sales & Service,Alberta,Canada,392,Elizabeth Keyser,"6400, 888 - 3rd Avenue, Calgary, Alberta, T2P 2G8, Canada",T2P 2G8,
No. 25400 10665 Jasper Avenue,,Edmonton,29910,95,AW00029910,Twelfth Bike Store,Alberta,Canada,392,Shane Kim,"No. 25400 10665 Jasper Avenue, Edmonton, Alberta, T5, Canada",T5,
2521 McPherson Street,,Markham,29918,212,AW00029918,Up-To-Date Sports,Ontario,Canada,392,Kirk King,"2521 McPherson Street, Markham, Ontario, L3S 3K2, Canada",L3S 3K2,
3255 Front Street West,,Toronto,29928,253,AW00029928,Metal Clearing House,Ontario,Canada,392,Vamsi Kuppa,"3255 Front Street West, Toronto, Ontario, M4B 1V6, Canada",M4B 1V6,
2512-4th Ave Sw,,Calgary,29934,621,AW00029934,Gear-Shift Bikes Limited,Alberta,Canada,392,David Lawrence,"2512-4th Ave Sw, Calgary, Alberta, T2P 2G8, Canada",T2P 2G8,
2512-410th Avenue S.W.,,Calgary,29939,447,AW00029939,Racing Partners,Alberta,Canada,392,Mark Lee,"2512-410th Avenue S.W., Calgary, Alberta, T2P 2G8, Canada",T2P 2G8,
630 University Avenue,,Toronto,29946,174,AW00029946,National Manufacturing,Ontario,Canada,392,Linda Leste,"630 University Avenue, Toronto, Ontario, M4B 1V7, Canada",M4B 1V7,
992 St Clair Ave East,,Toronto,29950,57,AW00029950,Rapid Bikes,Ontario,Canada,392,Yale Li,"992 St Clair Ave East, Toronto, Ontario, M4B 1V7, Canada",M4B 1V7,
575 Rue St Amable,,Quebec,29959,489,AW00029959,Cycle Merchants,Quebec,Canada,392,Todd Logan,"575 Rue St Amable, Quebec, Quebec, G1R, Canada",G1R,
6333 Cote Vertu,,Montreal,29964,195,AW00029964,Grand Industries,Quebec,Canada,392,Anita Lucerne,"6333 Cote Vertu, Montreal, Quebec, H1Y 2H7, Canada",H1Y 2H7,
63 Free St.,,Toronto,29969,368,AW00029969,Tandem Sales and Service,Ontario,Canada,392,Robert Lyeba,"63 Free St., Toronto, Ontario, M4B 1V4, Canada",M4B 1V4,
609 Evans Avenue,,Toronto,29971,465,AW00029971,Reliable Retail Center,Ontario,Canada,392,Robert Lyon,"609 Evans Avenue, Toronto, Ontario, M4B 1V4, Canada",M4B 1V4,
9984 Wellington Street,,Ottawa,29983,389,AW00029983,Tire Exchange,Ontario,Canada,392,Cecelia Marshall,"9984 Wellington Street, Ottawa, Ontario, K4B 1S2, Canada",K4B 1S2,
2545 King Street West,,Toronto,29988,380,AW00029988,Professional Cyclists,Ontario,Canada,392,Steve Masters,"2545 King Street West, Toronto, Ontario, M4B 1V7, Canada",M4B 1V7,
2500 University Avenue,,Toronto,29994,9,AW00029994,"Health Spa, Limited",Ontario,Canada,392,Robin McGuigan,"2500 University Avenue, Toronto, Ontario, M4B 1V5, Canada",M4B 1V5,
"9900-6400 Boul, Taschereau",,Brossard,30000,36,AW00030000,Leather Seat Factory,Quebec,Canada,392,James McCoy,"9900-6400 Boul, Taschereau, Brossard, Quebec, J4Z 1R4, Canada",J4Z 1R4,
No. 2000-25080 Beaver Hall Hill,,Quebec,30007,362,AW00030007,Remote Bicycle Specialists,Quebec,Canada,392,Raquel Mello,"No. 2000-25080 Beaver Hall Hill, Quebec, Quebec, G1R, Canada",G1R,
250 Kingsbridge Garden Circle,,Mississauga,30010,591,AW00030010,Recommended Bicycles,Ontario,Canada,392,Stephen Mew,"250 Kingsbridge Garden Circle, Mississauga, Ontario, L5B 3V4, Canada",L5B 3V4,
"5th Floor, 79 Place D'armes",,Kingston,30016,594,AW00030016,Seats and Saddles Company,Ontario,Canada,392,Thomas Michaels,"5th Floor, 79 Place D'armes, Kingston, Ontario, 7L, Canada",7L,
Suite 500 995 W. 11th Avenue,,Mississauga,30021,433,AW00030021,Low Price Cycles,Ontario,Canada,392,Ben Miller,"Suite 500 995 W. 11th Avenue, Mississauga, Ontario, L5A 1H6, Canada",L5A 1H6,
5 place Ville-Marie,,Montreal,30029,295,AW00030029,One Bike Company,Quebec,Canada,392,Shanay Steelman,"5 place Ville-Marie, Montreal, Quebec, H1Y 2H7, Canada",H1Y 2H7,
999 West Georgia St.,,Vancouver,30037,318,AW00030037,Famous Bike Shop,Ontario,Canada,392,Jim Stewart,"999 West Georgia St., Vancouver, Ontario, V5T 1Y9, Canada",V5T 1Y9,
46990 Viking Way,,Richmond,30042,427,AW00030042,Major Cycling,British Columbia,Canada,392,Ruby Sue Styles,"46990 Viking Way, Richmond, British Columbia, V6B 3P7, Canada",V6B 3P7,
251420a 170th Street,,Edmonton,30048,20,AW00030048,Top Sports Supply,Alberta,Canada,392,Marcia Sultan,"251420a 170th Street, Edmonton, Alberta, T5, Canada",T5,
975 Princess Street,,Kingston,30053,498,AW00030053,Top Bike Market,Ontario,Canada,392,Katherine Swan,"975 Princess Street, Kingston, Ontario, 7L, Canada",7L,
750 Philip Street,,Waterloo,30058,436,AW00030058,Plastic Parts Company,Ontario,Canada,392,Mike Taylor,"750 Philip Street, Waterloo, Ontario, N2V, Canada",N2V,
"99, Rue Saint-pierre",,Pnot-Rouge,30067,62,AW00030067,Red Bicycle Company,Quebec,Canada,392,Phyllis Thomas,"99, Rue Saint-pierre, Pnot-Rouge, Quebec, J1E 2T7, Canada",J1E 2T7,
Depot 80,,Sillery,30074,37,AW00030074,Tenth Bike Store,Quebec,Canada,392,Yuping Tian,"Depot 80, Sillery, Quebec, G1T, Canada",G1T,
55 Standish Court,,Mississauga,30083,143,AW00030083,Active Life Toys,Ontario,Canada,392,Glenn Track,"55 Standish Court, Mississauga, Ontario, L5B 3V4, Canada",L5B 3V4,
"99954 Boul. Laurier, Local 060, Place",,Sainte-Foy,30087,240,AW00030087,Quick Parts and Service,Quebec,Canada,392,Billy Trent,"99954 Boul. Laurier, Local 060, Place, Sainte-Foy, Quebec, G1W, Canada",G1W,
9960 King Street E.,,Toronto,30093,246,AW00030093,Fasteners & Bolts Outlet,Ontario,Canada,392,Phyllis Tuffield,"9960 King Street E., Toronto, Ontario, M4B 1V5, Canada",M4B 1V5,
600 Boul. Rene-levesque Ouest,,Montreal,30098,632,AW00030098,Large Bike Shop,Quebec,Canada,392,Esther Valle,"600 Boul. Rene-levesque Ouest, Montreal, Quebec, H1Y 2H7, Canada",H1Y 2H7,
2520 Flanders Road,,Toronto,30108,193,AW00030108,Mercantile Outlet,Ontario,Canada,392,Kara Vanderlinden,"2520 Flanders Road, Toronto, Ontario, M4B 1V4, Canada",M4B 1V4,
Suite 2502 410 Albert Street,,Waterloo,30115,458,AW00030115,Retreat Inn,Ontario,Canada,392,Dora Verdad,"Suite 2502 410 Albert Street, Waterloo, Ontario, N2V, Canada",N2V,
4250 Concord Road,,Rhodes,29488,132,AW00029488,Nationwide Supply,New South Wales,Australia,602,Pilar Ackerman,"4250 Concord Road, Rhodes, New South Wales, 2138, Australia",2138,
Knaackstr 7,,Paderborn,29495,536,AW00029495,Top of the Line Bikes,Hamburg,Germany,570,James Aguilar,"Knaackstr 7, Paderborn, Hamburg, 33041, Germany",33041,
2253-217 Palmer Street,,Darlinghurst,29512,478,AW00029512,Twin Cycles,New South Wales,Australia,602,Sandra Altamirano,"2253-217 Palmer Street, Darlinghurst, New South Wales, 2010, Australia",2010,
P.O. Box 990032,,Findon,29516,537,AW00029516,Quality Bike Sales,South Australia,Australia,602,Mae Anderson,"P.O. Box 990032, Findon, South Australia, 5023, Australia",5023,
Conesweg 49,,Kiel,29526,303,AW00029526,Pedaling Components,Saarland,Germany,570,John Ault,"Conesweg 49, Kiel, Saarland, 24044, Germany",24044,
2501 Miller Street,,North Sydney,29529,453,AW00029529,Seaside Bike Works,New South Wales,Australia,602,Phillip Bacalzo,"2501 Miller Street, North Sydney, New South Wales, 2055, Australia",2055,
Ctrcrt Bus Pk/995-27 Paul St N,,North Ryde,29537,542,AW00029537,Nearest Bike Store,New South Wales,Australia,602,Rebecca Barley,"Ctrcrt Bus Pk/995-27 Paul St N, North Ryde, New South Wales, 2113, Australia",2113,
Buergermeister-ulrich-str 9500,,Augsburg,29542,501,AW00029542,Capital Riding Supplies,Hamburg,Germany,570,David Bartness,"Buergermeister-ulrich-str 9500, Augsburg, Hamburg, 86171, Germany",86171,
"93-2501, Blackfriars Road,",,London,29546,35,AW00029546,Bulk Discount Store,England,United Kingdom,532,Christopher Beck,"93-2501, Blackfriars Road,, London, England, SE1 8HL, United Kingdom",SE1 8HL,
6 Lord Street,,Matraville,29547,538,AW00029547,Second Bike Shop,New South Wales,Australia,602,Benjamin Becker,"6 Lord Street, Matraville, New South Wales, 2036, Australia",2036,
65 Epping Road,,North Ryde,29556,430,AW00029556,Uncompromising Quality Co,New South Wales,Australia,602,Scot Bent,"65 Epping Road, North Ryde, New South Wales, 2113, Australia",2113,
"1, place de la République",,Paris,29564,104,AW00029564,Favorite Toy Distributor,Seine (Paris),France,498,Mary Billstrom,"1, place de la République, Paris, Seine (Paris), 75017, France",75017,
"7551, avenue Foch",,Paris,29575,614,AW00029575,Atypical Bike Company,Seine (Paris),France,498,Stephanie Bourne,"7551, avenue Foch, Paris, Seine (Paris), 75010, France",75010,
Auf Der Steige 29,,Muehlheim,29586,321,AW00029586,North Bike Company,Hamburg,Germany,570,David Brink,"Auf Der Steige 29, Muehlheim, Hamburg, 63151, Germany",63151,
99-3 Forest Works,,London,29587,74,AW00029587,Prosperous Tours,England,United Kingdom,532,John Brooks,"99-3 Forest Works, London, England, E17 6JF, United Kingdom",E17 6JF,
Brunnenstr 422,,Frankfurt am Main,29589,145,AW00029589,Amalgamated Parts Shop,Hamburg,Germany,570,Carolee Brown,"Brunnenstr 422, Frankfurt am Main, Hamburg, 60082, Germany",60082,
Rosebery,,Lavender Bay,29595,221,AW00029595,Helmets and Cycles,New South Wales,Australia,602,Bridget Browqett,"Rosebery, Lavender Bay, New South Wales, 2060, Australia",2060,
85 Egerton Street,,Silverwater,29602,466,AW00029602,Unusual Bicycle Company,New South Wales,Australia,602,Nancy Buchanan,"85 Egerton Street, Silverwater, New South Wales, 2264, Australia",2264,
Rotthäuser Weg 511,,Stuttgart,29607,620,AW00029607,Rambling Tours,Saarland,Germany,570,Dana Burnell,"Rotthäuser Weg 511, Stuttgart, Saarland, 70511, Germany",70511,
Hans-Rosenthal-Platz 4223,,Grevenbroich,29609,151,AW00029609,Excellent Bikes,Bayern,Germany,570,Stephen Burton,"Hans-Rosenthal-Platz 4223, Grevenbroich, Bayern, 41485, Germany",41485,
Knaves Beech Ind.,,High Wycombe,29612,565,AW00029612,Channel Outlet,England,United Kingdom,532,Richard Byham,"Knaves Beech Ind., High Wycombe, England, HP10 9QY, United Kingdom",HP10 9QY,
"39, route de Marseille",,Paris,29613,359,AW00029613,Full Sports Supply,Seine (Paris),France,498,David Byrnes,"39, route de Marseille, Paris, Seine (Paris), 75016, France",75016,
2524 Barlby Road,,London,29615,90,AW00029615,Metro Metals Co.,England,United Kingdom,532,Mari Caldwell,"2524 Barlby Road, London, England, W10 6BL, United Kingdom",W10 6BL,
Ellesfield Ave,,Bracknell,29618,87,AW00029618,Uttermost Bike Shop,England,United Kingdom,532,Gustavo Camargo,"Ellesfield Ave, Bracknell, England, RG12 8TB, United Kingdom",RG12 8TB,
25 Epping Road,,Lavender Bay,29628,191,AW00029628,Budget Toy Store,New South Wales,Australia,602,Richard Carey,"25 Epping Road, Lavender Bay, New South Wales, 2060, Australia",2060,
"36, avenue de la Gare",,Paris,29630,527,AW00029630,Ace Bicycle Supply,Seine (Paris),France,498,Ty Loren Carlson,"36, avenue de la Gare, Paris, Seine (Paris), 75019, France",75019,
Hellweg 4934,,Essen,29634,350,AW00029634,Bicycle Exporters,Hamburg,Germany,570,Fernando Caro,"Hellweg 4934, Essen, Hamburg, 45001, Germany",45001,
Banbury,,Oxon,29644,480,AW00029644,Vigorous Sports Store,England,United Kingdom,532,Brigid Cavendish,"Banbury, Oxon, England, OX16 8RS, United Kingdom",OX16 8RS,
2253 Miller Street,,North Sydney,29652,439,AW00029652,Inexpensive Parts Shop,New South Wales,Australia,602,Neil Charney,"2253 Miller Street, North Sydney, New South Wales, 2055, Australia",2055,
5525 Glenferrie Road,,Hawthorne,29656,337,AW00029656,Plastic Products Manufacturers,Queensland,Australia,602,Susan Chestnut,"5525 Glenferrie Road, Hawthorne, Queensland, 4171, Australia",4171,
258 Berry Street,,North Sydney,29657,566,AW00029657,Kids and Adults Cycle Shop,New South Wales,Australia,602,Martin Chisholm,"258 Berry Street, North Sydney, New South Wales, 2055, Australia",2055,
2520b Underwood Street,,Lavender Bay,29665,450,AW00029665,Rental Gallery,New South Wales,Australia,602,James Clark,"2520b Underwood Street, Lavender Bay, New South Wales, 2060, Australia",2060,
Chabbell Park,,North Ryde,29670,349,AW00029670,First Supplies,New South Wales,Australia,602,Eric Coleman,"Chabbell Park, North Ryde, New South Wales, 2113, Australia",2113,
Kurfürstenstr 9,,Duesseldorf,29676,422,AW00029676,Very Best Sports Supply,Hessen,Germany,570,Peter Connelly,"Kurfürstenstr 9, Duesseldorf, Hessen, 40605, Germany",40605,
Am Grossen Dern 982,,Hamburg,29679,461,AW00029679,Primary Cycle Shop,Hamburg,Germany,570,Amy Consentino,"Am Grossen Dern 982, Hamburg, Hamburg, 20354, Germany",20354,
Nonnendamm 63,,Berlin,29687,365,AW00029687,Nearby Bike Mall,Nordrhein-Westfalen,Germany,570,Shelley Crow,"Nonnendamm 63, Berlin, Nordrhein-Westfalen, 14197, Germany",14197,
Berliner Platz 45,,Offenbach,29693,112,AW00029693,Best Cycle Store,Saarland,Germany,570,Ryan Danner,"Berliner Platz 45, Offenbach, Saarland, 63009, Germany",63009,
65 Epping Rd,,Lavender Bay,29700,550,AW00029700,Online Bike Catalog,New South Wales,Australia,602,Barbara Decker,"65 Epping Rd, Lavender Bay, New South Wales, 2060, Australia",2060,
99 - 6 Orion Road,,Lane Cove,29706,178,AW00029706,Rich Department Store,New South Wales,Australia,602,Bruno Deniut,"99 - 6 Orion Road, Lane Cove, New South Wales, 1597, Australia",1597,
"26, rue Saint Denis",,Orleans,29712,23,AW00029712,Registered Cycle Store,Loiret,France,498,Holly Dickson,"26, rue Saint Denis, Orleans, Loiret, 45000, France",45000,
Erftplatz 22,,Sulzbach Taunus,29723,583,AW00029723,Showcase for Cycles,Saarland,Germany,570,Ed Dudenhoefer,"Erftplatz 22, Sulzbach Taunus, Saarland, 66272, Germany",66272,
Viktoria-Luise-Platz 475,,München,29725,173,AW00029725,Functional Store South,Nordrhein-Westfalen,Germany,570,Tish Duff,"Viktoria-Luise-Platz 475, München, Nordrhein-Westfalen, 80074, Germany",80074,
"22, rue Lafayette",,Pantin,29735,576,AW00029735,First Center,Seine Saint Denis,France,498,Michael Emanuel,"22, rue Lafayette, Pantin, Seine Saint Denis, 93500, France",93500,
Warrington Ldc Unit 25/2,,Woolston,29736,82,AW00029736,Action Bicycle Specialists,England,United Kingdom,532,Terry Eminhizer,"Warrington Ldc Unit 25/2, Woolston, England, WA1 4SY, United Kingdom",WA1 4SY,
"6 The Farm, Liberty Road",,Maidenhead,29741,587,AW00029741,Central Bicycle Specialists,England,United Kingdom,532,Janeth Esteves,"6 The Farm, Liberty Road, Maidenhead, England, SL67RJ, United Kingdom",SL67RJ,
Alderstr 1849,,Braunschweig,29745,405,AW00029745,Versatile Sporting Goods Company,Nordrhein-Westfalen,Germany,570,Marc Faeber,"Alderstr 1849, Braunschweig, Nordrhein-Westfalen, 38001, Germany",38001,
Kurfürstenstr 74,,Poing,29751,589,AW00029751,Lustrous Paints and Components,Saarland,Germany,570,Duane Fitzgerald,"Kurfürstenstr 74, Poing, Saarland, 66041, Germany",66041,
254a James Street Botany,,Malabar,29754,549,AW00029754,Jumbo Bikes,New South Wales,Australia,602,Jay Fluegel,"254a James Street Botany, Malabar, New South Wales, 2036, Australia",2036,
"21105, rue de Varenne",,Paris,29777,567,AW00029777,Wheels Inc.,Seine (Paris),France,498,Tom Getzinger,"21105, rue de Varenne, Paris, Seine (Paris), 75013, France",75013,
"Elmhurst Road, Goring",,Reading,29778,320,AW00029778,Number One Bike Co.,England,United Kingdom,532,Leo Giakoumakis,"Elmhurst Road, Goring, Reading, England, RG7 5H7, United Kingdom",RG7 5H7,
"57, rue des Vendangeurs",,Roissy en Brie,29779,335,AW00029779,Racing Supply Distributors,Seine et Marne,France,498,Cornett Gibbens,"57, rue des Vendangeurs, Roissy en Brie, Seine et Marne, 77680, France",77680,
"33, rue Georges-Clémenceau",,Cergy,29786,139,AW00029786,Spa and Exercise Outfitters,Val d'Oise,France,498,James Glynn,"33, rue Georges-Clémenceau, Cergy, Val d'Oise, 95000, France",95000,
"5, place de la Concorde",,Colombes,29795,186,AW00029795,Steel Inc.,Hauts de Seine,France,498,Lowell Graham,"5, place de la Concorde, Colombes, Hauts de Seine, 92700, France",92700,
Galashiels,,Liverpool,29796,105,AW00029796,Riding Cycles,England,United Kingdom,532,Jon Grande,"Galashiels, Liverpool, England, L4 4HB, United Kingdom",L4 4HB,
Karl Liebknecht str 299,,Frankfurt am Main,29812,476,AW00029812,Bicycle Warehouse Inc.,Saarland,Germany,570,William Hapke,"Karl Liebknecht str 299, Frankfurt am Main, Saarland, 60075, Germany",60075,
45671 Queens Road Ct.,,Melbourne,29829,554,AW00029829,Eastside Cycle Shop,Victoria,Australia,602,Jeff Henshaw,"45671 Queens Road Ct., Melbourne, Victoria, 3000, Australia",3000,
Postfach 55 00 00,,Frankfurt,29837,407,AW00029837,Producer Goods Clearinghouse,Bayern,Germany,570,Onetha Higgs,"Postfach 55 00 00, Frankfurt, Bayern, 91480, Germany",91480,
Königsteiner Straße 449,,Leipzig,29845,488,AW00029845,Fast Services,Nordrhein-Westfalen,Germany,570,Rose Hirsch,"Königsteiner Straße 449, Leipzig, Nordrhein-Westfalen, 04139, Germany",04139,
Unit 99a Battery Retail Pk,,Birmingham,29851,481,AW00029851,Leisure Clearing House,England,United Kingdom,532,Jean Holloway,"Unit 99a Battery Retail Pk, Birmingham, England, B29 6SL, United Kingdom",B29 6SL,
"3639, rue des Grands Champs",,Boulogne-sur-Mer,29856,306,AW00029856,Community Department Stores,Pas de Calais,France,498,Joe Howard,"3639, rue des Grands Champs, Boulogne-sur-Mer, Pas de Calais, 62200, France",62200,
399 Clearing Green,,London,29857,559,AW00029857,Area Sheet Metal Supply,England,United Kingdom,532,Janice Hows,"399 Clearing Green, London, England, EC1R 0DU, United Kingdom",EC1R 0DU,
2574 Milton Park,,Oxford,29860,622,AW00029860,Tubeless Tire Company,England,United Kingdom,532,Arlene Huff,"2574 Milton Park, Oxford, England, OX14 4SE, United Kingdom",OX14 4SE,
"586 Fulham Road,",,London,29868,418,AW00029868,Express Bike Services,England,United Kingdom,532,Denean Ison,"586 Fulham Road,, London, England, SW6 SBY, United Kingdom",SW6 SBY,
"2111, rue de Linois",,Orly,29869,358,AW00029869,Major Amusement Company,Val de Marne,France,498,Raman Iyer,"2111, rue de Linois, Orly, Val de Marne, 94310, France",94310,
Wade Road,,Basingstoke Hants,29874,373,AW00029874,Exceptional Cycle Services,England,United Kingdom,532,David Jaffe,"Wade Road, Basingstoke Hants, England, RG24 8PL, United Kingdom",RG24 8PL,
"21801, rue Léo Delibes",,Colombes,29875,469,AW00029875,Instant Cycle Store,Hauts de Seine,France,498,Jay Jamison,"21801, rue Léo Delibes, Colombes, Hauts de Seine, 92700, France",92700,
Krönerweg 9249,,Hannover,29878,355,AW00029878,West Wind Distributors,Nordrhein-Westfalen,Germany,570,George Jiang,"Krönerweg 9249, Hannover, Nordrhein-Westfalen, 30601, Germany",30601,
Kurfürstenstr 574,,München,29887,462,AW00029887,Enterprise Center,Hessen,Germany,570,Tamara Johnston,"Kurfürstenstr 574, München, Hessen, 80074, Germany",80074,
"9005, rue des Bouchers",,Paris,29899,203,AW00029899,Pretty Bikes and Toys,Seine (Paris),France,498,Kendall Keil,"9005, rue des Bouchers, Paris, Seine (Paris), 75005, France",75005,
Wharfdale Road,,Berkshire,29904,89,AW00029904,Commerce Bicycle Specialists,England,United Kingdom,532,Mary Kesslep,"Wharfdale Road, Berkshire, England, RG11 5TP, United Kingdom",RG11 5TP,
308-3250 Casting Road,,York,29908,609,AW00029908,Mail Market,England,United Kingdom,532,Joe Kim,"308-3250 Casting Road, York, England, Y024 1GF, United Kingdom",Y024 1GF,
"3101, avenue de Malakoff",,Paris,29909,120,AW00029909,Spare Parts Co.,Seine (Paris),France,498,Jim Kim,"3101, avenue de Malakoff, Paris, Seine (Paris), 75003, France",75003,
Brunnenstr 9511,,Berlin,29917,134,AW00029917,Next Door Cycles,Saarland,Germany,570,Jim Kennedy,"Brunnenstr 9511, Berlin, Saarland, 14197, Germany",14197,
"121, rue de Varenne",,Courbevoie,29923,42,AW00029923,Roadway Bicycle Supply,Hauts de Seine,France,498,Edward Kozlowski,"121, rue de Varenne, Courbevoie, Hauts de Seine, 92400, France",92400,
255 Irving Street,,London,29926,538,AW00029926,Outdoor Aerobic Systems Company,England,United Kingdom,532,Deepak Kumar,"255 Irving Street, London, England, C2H 7AU, United Kingdom",C2H 7AU,
"12, rue des Grands Champs",,Verrieres Le Buisson,29927,520,AW00029927,Self-Contained Cycle Parts Company,Essonne,France,498,Jeffrey Kung,"12, rue des Grands Champs, Verrieres Le Buisson, Essonne, 91370, France",91370,
"Phoenix Way, Cirencester",,Gloucestershire,29932,142,AW00029932,Instruments and Parts Company,England,United Kingdom,532,Rebecca Laszlo,"Phoenix Way, Cirencester, Gloucestershire, England, GL7 1RY, United Kingdom",GL7 1RY,
"69, boulevard Tremblay",,Roncq,29933,608,AW00029933,Neighborhood Bicycle Storehouse,Nord,France,498,Cecilia Laursen,"69, boulevard Tremblay, Roncq, Nord, 59223, France",59223,
"68081, place du Tertre",,Colomiers,29940,63,AW00029940,Perfect Toys,Garonne (Haute),France,498,Robertson Lee,"68081, place du Tertre, Colomiers, Garonne (Haute), 31770, France",31770,
"6, rue des Pyrenees",,Saint Ouen,29951,245,AW00029951,Metro Sports Equipment,Loir et Cher,France,498,Yan Li,"6, rue des Pyrenees, Saint Ouen, Loir et Cher, 41100, France",41100,
Bradford,,W. York,29952,474,AW00029952,Nearby Sporting Goods,England,United Kingdom,532,Yuhong Li,"Bradford, W. York, England, BD1 4SJ, United Kingdom",BD1 4SJ,
Ctrcrt Bus Pk/995-27 Paul St N,,Lavender Bay,29960,522,AW00029960,Global Sports Outlet,New South Wales,Australia,602,Kok-Ho Loh,"Ctrcrt Bus Pk/995-27 Paul St N, Lavender Bay, New South Wales, 2060, Australia",2060,
"3383, rue Lamarck",,Paris,29977,421,AW00029977,Impervious Paint Company,Seine (Paris),France,498,Kimberly Malmendier,"3383, rue Lamarck, Paris, Seine (Paris), 75007, France",75007,
"25 Hartfield Road, Wimbledon",,London,29978,610,AW00029978,Shipping Specialists,England,United Kingdom,532,Ajay Manchepalli,"25 Hartfield Road, Wimbledon, London, England, SW19 3RU, United Kingdom",SW19 3RU,
"28, avenue des Champs-Elysées",,Croix,29979,343,AW00029979,Finer Sporting Goods,Nord,France,498,Parul Manek,"28, avenue des Champs-Elysées, Croix, Nord, 59170, France",59170,
"99 Dean Street, Soho",,London,29980,580,AW00029980,Authentic Sales and Service,England,United Kingdom,532,Tomas Manzanares,"99 Dean Street, Soho, London, England, W1V 5RN, United Kingdom",W1V 5RN,
"21, avenue de la Gare",,Sèvres,29984,385,AW00029984,Racing Tours,Hauts de Seine,France,498,Benjamin Martin,"21, avenue de la Gare, Sèvres, Hauts de Seine, 92310, France",92310,
"Park House-4th Floor, 2516 Park St.",,London,29985,289,AW00029985,Oils and Fluids Warehouse,England,United Kingdom,532,Linda Martin,"Park House-4th Floor, 2516 Park St., London, England, W1Y 3RA, United Kingdom",W1Y 3RA,
"62, route de Marseille",,Suresnes,29986,341,AW00029986,Finished Parts Shop,Hauts de Seine,France,498,Mindy Martin,"62, route de Marseille, Suresnes, Hauts de Seine, 92150, France",92150,
"98, rue de Terre Neuve",,Lieusaint,29989,575,AW00029989,Sports Products Store,Seine et Marne,France,498,Joseph Matthews,"98, rue de Terre Neuve, Lieusaint, Seine et Marne, 77127, France",77127,
"Butterfield Hse, 7-251 Chapel St",,Lancaster,29990,514,AW00029990,Exclusive Bicycle Mart,England,United Kingdom,532,Jennifer Maxham,"Butterfield Hse, 7-251 Chapel St, Lancaster, England, LA1 1LN, United Kingdom",LA1 1LN,
Königsteiner Straße 9,,Bad Soden,29995,78,AW00029995,Global Bike Retailers,Hessen,Germany,570,Stacie Mcanich,"Königsteiner Straße 9, Bad Soden, Hessen, 65800, Germany",65800,
Werftstr 4400,,Sulzbach Taunus,30001,582,AW00030001,Good Bicycle Store,Saarland,Germany,570,Christinia McDonald,"Werftstr 4400, Sulzbach Taunus, Saarland, 66272, Germany",66272,
46-44 Albemarle Street,,London,30005,247,AW00030005,Variety Cycling,England,United Kingdom,532,Nancy McPhearson,"46-44 Albemarle Street, London, England, W1X3SE, United Kingdom",W1X3SE,
"699bis, rue des Peupliers",,Paris,30006,564,AW00030006,Accessories Network,Seine (Paris),France,498,Nellie Medina,"699bis, rue des Peupliers, Paris, Seine (Paris), 75008, France",75008,
Wymbush,,Milton Keynes,30019,377,AW00030019,Tachometers and Accessories,England,United Kingdom,532,Matthew Miller,"Wymbush, Milton Keynes, England, MK8 8DF, United Kingdom",MK8 8DF,
"3387, rue Marbeuf",,Bobigny,30020,286,AW00030020,Cycles Sales and Repair,Seine Saint Denis,France,498,Emilo Miller,"3387, rue Marbeuf, Bobigny, Seine Saint Denis, 93000, France",93000,
"New Millhouse, 2583 Milton Park",,Abingdon,30025,631,AW00030025,Essential Bike Works,England,United Kingdom,532,Linda Mitchell,"New Millhouse, 2583 Milton Park, Abingdon, England, OX14 4SE, United Kingdom",OX14 4SE,
"98, rue Montcalm",,Paris,30026,256,AW00030026,Rural Mountain Bike Mart,Seine (Paris),France,498,Scott Mitchell,"98, rue Montcalm, Paris, Seine (Paris), 75019, France",75019,
997b Tradescant Road,,London,30030,294,AW00030030,Cycling Goods,England,United Kingdom,532,Stefano Stefani,"997b Tradescant Road, London, England, SW8 1XD, United Kingdom",SW8 1XD,
"54, avenue des Ternes",,Saint Ouen,30043,83,AW00030043,Getaway Inn,Loir et Cher,France,498,Min Su,"54, avenue des Ternes, Saint Ouen, Loir et Cher, 41100, France",41100,
725a The Arches,,Berks,30044,196,AW00030044,Downhill Bicycle Specialists,England,United Kingdom,532,Gary Suess,"725a The Arches, Berks, England, SL4 1RH, United Kingdom",SL4 1RH,
"510, avenue de Villiers",,Orleans,30049,53,AW00030049,Racing Sales and Service,Loiret,France,498,Nate Sun,"510, avenue de Villiers, Orleans, Loiret, 45000, France",45000,
